SMILES,-log10(LOAEL),Dataset
N#C/N=C\1/SCCN1Cc1ccc(nc1)Cl,2.0047071116780755,swiss
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,2.0049706079134992,swiss
COP(=O)(OC=C(Cl)Cl)OC,2.011905013931404,mazzatorta
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1F)C#N)C,2.016567677914724,swiss
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,2.0223586898833017,swiss
C=CC1(C)OC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl,2.0251706470154947,swiss
CON(C(=O)Nc1ccc(cc1)Cl)C,2.0307005985741227,swiss
COP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OC,2.031451678702528,mazzatorta
COCN(c1c(CC)cccc1CC)C(=O)CCl,2.033046777818888,swiss
CCCN(C(=O)SCc1ccccc1)CCC,2.03861687869583,swiss
Clc1ccc(c(c1)Cl)C(Cn1cncn1)COC(C(F)F)(F)F,2.0392344018800066,swiss
CSC(=O)c1c(nc(c(c1CC(C)C)C(=O)SC)C(F)(F)F)C(F)F,2.0436874691588054,mazzatorta
[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,2.0552459785864565,mazzatorta
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,2.0663406481945277,swiss
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,2.0701418925937802,swiss
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,2.076476215866559,swiss
Clc1ccc(cc1)OS(=O)(=O)c1ccc(cc1)Cl,2.083735603129189,mazzatorta
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,2.085477026124033,swiss
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC,2.086832774211438,mazzatorta
CN(C(=S)S[Zn]SC(=S)N(C)C)C,2.087517551170895,swiss
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,2.089882745849489,mazzatorta
N#Cc1nn(c(c1S(=O)CC)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,2.0938643699223247,swiss
Fc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,2.100015437450609,mazzatorta
CCCCOC(=O)C(Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)C,2.106487904221944,mazzatorta
Fc1ccc(cc1)[Si](c1ccc(cc1)F)Cn1cncn1,2.1159129945213895,mazzatorta
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,2.1221450940410347,swiss
CCNc1nc(Cl)nc(n1)NC(C)(C)C,2.130733068630403,swiss
Cc1nn(c(c1C=NOCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,2.13623711914471,mazzatorta
O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,2.137081876700897,swiss
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,2.1471176164896835,mazzatorta and swiss
Cc1nn(c(c1/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,2.1476664224397912,swiss
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,2.149323138641405,mazzatorta
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,2.1583590177532916,mazzatorta
CCOP(=S)(SCSC(C)(C)C)OCC,2.159009899464302,mazzatorta
CCNc1nc(Cl)nc(n1)NC(C)(C)C,2.1597809534601558,swiss
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC,2.1625567716931373,swiss
COC(=O)N(C(=O)N1COC2(C(=N1)c1ccc(cc1C2)Cl)C(=O)OC)c1ccc(cc1)OC(F)(F)F,2.1661965219008414,mazzatorta and swiss
O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,2.1704903882021958,mazzatorta
CNC(=O)Oc1cc(C)c(c(c1)C)N(C)C,2.170818490231342,mazzatorta
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,2.170831362029858,mazzatorta
COc1sc(=O)n(n1)CSP(=S)(OC)OC,2.179450456028215,mazzatorta
CCP(=S)(Sc1ccccc1)OCC,2.192857502539446,mazzatorta
COP(=O)(SC)N,2.1953767727402536,mazzatorta
ClCC(N1C(=O)c2c(C1=O)cccc2)SP(=S)(OCC)OCC,2.1973836067160732,mazzatorta
COC(=O)Nc1nc2c([nH]1)cc(cc2)S(=O)c1ccccc1,2.197760066703943,mazzatorta
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,2.197821700327843,mazzatorta
ClC([N+](=O)[O-])(Cl)Cl,2.2158393487780885,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,2.2190565454174904,swiss
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,2.22634517935135,swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,2.244956432365732,swiss
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,2.2462254954430265,swiss
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,2.251501873386263,mazzatorta and swiss
CC(Cc1ccc(cc1)C(C)(C)C)CN1CC(C)OC(C1)C,2.2516879065790425,mazzatorta and swiss
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,2.260158776826446,swiss
CCOP(=S)(SCn1c(=O)oc2c1ccc(c2)Cl)OCC,2.2645927430857946,mazzatorta
CCNc1nc(Cl)nc(n1)NC(C)(C)C,2.2677590743838145,swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,2.276363751548955,mazzatorta
CNC(=O)Oc1cccc2c1OC(C2)(C)C,2.276700340769475,swiss
COP(=O)(OC(C(Br)(Cl)Cl)Br)OC,2.2796504759139355,mazzatorta
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,2.2838380008263486,mazzatorta
CCNc1nc(nc(n1)Cl)NC(C#N)(C)C,2.2845565889047834,mazzatorta
CCN(C(=O)C(=C(OP(=O)(OC)OC)C)Cl)CC,2.300578564106544,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,2.303556236861001,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Br)Br,2.3055264253989747,mazzatorta and swiss
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,2.305860052357369,mazzatorta
CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,2.3072764272991098,mazzatorta
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)/C=C(/c1ccc(cc1)Cl)\Cl,2.309954619710552,swiss
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,2.3291791803052426,mazzatorta
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,2.3295964190287313,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C(C(Br)(Br)Br)Br,2.3457079184197034,mazzatorta
Clc1cccc(n1)C(Cl)(Cl)Cl,2.363431871892868,mazzatorta
Clc1nc(nc(n1)Cl)Nc1ccccc1Cl,2.379457960150401,mazzatorta
CCOP(=O)(OC(=CCl)c1ccc(cc1Cl)Cl)OCC,2.3796869305976593,mazzatorta
CCOP(=O)(O/C(=C/Cl)/c1ccc(cc1Cl)Cl)OCC,2.3796869305976593,swiss
CCOP(=S)(Oc1ncn(n1)c1ccccc1)OCC,2.3820356307764845,mazzatorta and swiss
COc1sc(=O)n(n1)CSP(=S)(OC)OC,2.3835770037343176,mazzatorta
CCCCSP(=O)(SCCCC)SCCCC,2.4007284258395325,mazzatorta
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)Oc1ccc(cc1)C)C,2.408089899068857,swiss
OC(=O)COc1nc(Cl)c(cc1Cl)Cl,2.4090356263428507,swiss
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.4426251517586928,swiss
CNC(=O)Oc1cccc2c1OC(O2)(C)C,2.4456562348692845,swiss
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,2.4732602189766197,swiss
Fc1ccc(cc1)N(C(=O)COc1nnc(s1)C(F)(F)F)C(C)C,2.4811177240761255,swiss
COP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OC,2.5085682643170304,swiss
C1CCN2C(C1)C1CCCCN1CC2,2.5250847639672274,mazzatorta
C1CCN2C(C1)C1CCCCN1CC2,2.532628712352521,mazzatorta
CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,2.535123128541814,mazzatorta
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,2.544789572224195,mazzatorta and swiss
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(C)C)C)OC(C1OC1CC(OC)C(C(O1)C)NC(=O)C)C,2.556345932387095,mazzatorta
COC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,2.574873529491226,mazzatorta
COc1sc(=O)n(n1)CSP(=S)(OC)OC,2.5773937472129362,mazzatorta
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.585645126657133,swiss
CSc1ccc(cc1C)OP(=S)(OC)OC,2.587220359179703,mazzatorta and swiss
OC(=O)c1ccccc1.CCC(C1OC2(C=CC1C)OC1CC=C(C)C(OC3CC(OC)C(C(O3)C)OC3CC(OC)C(C(O3)C)NC)C(C)C=CC=C3C4(C(C(=O)OC(C2)C1)C=C(C)C(C4OC3)O)O)C,2.605618372320464,swiss
S=C1NCCN1,2.611330536023378,mazzatorta
O=C1CCCC(=O)C1C(=O)c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C,2.6230764755819704,swiss
CO[C@H]1C[C@H](O[C@H]2[C@@H](C)C=CC=C3CO[C@H]4[C@]3(O)[C@@H](C=C([C@H]4O)C)C(=O)O[C@H]3C[C@@H](CC=C2C)O[C@]2(C3)C=C[C@@H]([C@H](O2)[C@H](CC)C)C)O[C@H]([C@@H]1O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)C,2.640031784174095,mazzatorta
S=C1NCCN1,2.647547338246984,mazzatorta
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,2.656532322530736,mazzatorta
COc1sc(=O)n(n1)CSP(=S)(OC)OC,2.6742996570840143,swiss
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,2.67993684040502,swiss
CCCSP(=O)(SCCC)OCC,2.685458670870119,swiss
COP(=O)(SC)N,2.687209307853558,mazzatorta and swiss
CNC(=O)C=C(OP(=O)(OC)OC)C,2.6954017736563625,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,2.7014962455330385,swiss
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,2.7213378390900194,swiss
CNC(=O)CCSCCSP(=O)(OC)OC,2.7260038862407203,mazzatorta
ClC1C2(Cl)C3C4C5C1(Cl)C(C2(Cl)C5C3C1C4O1)(Cl)Cl,2.7357253846684157,mazzatorta
C1CCC(CC1)[Sn](n1ncnc1)(C1CCCCC1)C1CCCCC1,2.7420815496859414,swiss
COP(=S)(Oc1ccc(c(c1)C)[N+](=O)[O-])OC,2.780101260955034,mazzatorta
CSc1ccc(cc1C)OP(=S)(OC)OC,2.7913436994927525,mazzatorta
COC(=O)C=C(OP(=O)(OC)OC)C,2.8064580114337825,mazzatorta
COC(=O)/C=C(/OP(=O)(OC)OC)\C,2.8064580114337825,swiss
CCOc1cc(nc(n1)CC)OP(=S)(OC)OC,2.8125920975774465,mazzatorta
CCSCCSP(=O)(OC)OC,2.8181849850005256,swiss
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,2.819186224245603,swiss
CCOP(=S)(Oc1ccccc1C(=O)OC(C)C)NC(C)C,2.839351425563838,mazzatorta
CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC,2.84103473961659,mazzatorta
O=C1CCCC(=O)C1C(=O)c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C,2.849366346253572,swiss
CCOP(=O)(N1CCSC1=O)SC(CC)C,2.8725388374884626,swiss
ClC12C(Cl)(Cl)C3(C4(C1(Cl)C1(C2(Cl)C3(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl,2.8917394950235265,mazzatorta
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,2.9135689793436312,mazzatorta
O=C1CCCC(=O)C1C(=O)c1ccc(cc1Cl)S(=O)(=O)C,2.9148164919472213,swiss
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(CC)C)C)OC(C1OC1CC(OC)C(C(O1)C)O)C.COC1CC(OC(C1OC1CC(OC)C(C(O1)C)O)C)OC1C(C)C=CC=C2COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(CC=C1C)OC1(C2)C=CC(C(O1)C(C)C)C,2.9375684468373877,swiss
COP(=O)(SCCS(=O)(=O)CC)OC,2.9416499077893463,swiss
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,2.9451954997790453,mazzatorta
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(C)C)C)OC(C1OC1CC(OC)C(C(O1)C)NC(=O)C)C,2.9542859410591324,mazzatorta
CNC(=O)CSP(=S)(OC)OC,2.962374330085281,mazzatorta
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,2.992124256232415,mazzatorta
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,2.9922948856352196,mazzatorta
OC(=O)c1ccccc1.CCC(C1OC2(C=CC1C)OC1CC=C(C)C(OC3CC(OC)C(C(O3)C)OC3CC(OC)C(C(O3)C)NC)C(C)C=CC=C3C4(C(C(=O)OC(C2)C1)C=C(C)C(C4OC3)O)O)C,3.003562759689381,swiss
COP(=S)(Oc1ccc(cc1)N(=O)=O)OC,3.0223586898833017,mazzatorta
CCOP(=O)(SC(CC)C)SC(CC)C,3.034055505212864,mazzatorta
CCS(=O)CCSP(=O)(OC)OC,3.0490123894936456,swiss
CNC(=O)CSP(=S)(OC)OC,3.0592942995229597,swiss
c1ccc(cc1)[Sn](c1ccccc1)c1ccccc1,3.066963437904847,mazzatorta
CCOP(=O)(SC(CC)C)SC(CC)C,3.085640973700997,swiss
CCSCCSP(=S)(OCC)OCC,3.095966448265008,mazzatorta
CSc1ccc(cc1C)OP(=S)(OC)OC,3.14352487453815,swiss
COP(=O)(SC)N,3.1496172391186557,mazzatorta
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,3.151656905172596,mazzatorta
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,3.1741391562322345,mazzatorta
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,3.181187083707245,mazzatorta
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C1C2O1)(Cl)Cl)Cl,3.1828843613117277,mazzatorta
OC1CCCCCc2cc(O)cc(c2C(=O)OC(CCC1)C)O,3.207356212694859,mazzatorta
CCSCSP(=S)(OCC)OCC,3.211485180279816,mazzatorta and swiss
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,3.2146060934806684,mazzatorta
COC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl)C,3.2319615946008633,swiss
CNC(=O)ON=CC(SC)(C)C,3.279352906359489,mazzatorta
ClC1C2OC2C2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,3.2892735261180657,mazzatorta
CCSCCSP(=S)(OCC)OCC,3.438385878959815,mazzatorta
CCOP(=S)(SCSC(C)(C)C)OCC,3.4600461583436033,swiss
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C1C2O1)(Cl)Cl)Cl,3.483914356975709,mazzatorta
OC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,3.558351987474352,mazzatorta and swiss
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C1C2O1)(Cl)Cl)Cl,3.580821061438942,mazzatorta
CCOP(=S)(SCSC(C)(C)C)OCC,3.68189490795996,mazzatorta
Clc1ccc2c(c1)[n+]([O-])nc(n2)n1cncc1,3.6948421712135144,swiss
CCOP(=S)(SCSC(C)(C)C)OCC,3.7610761540075845,mazzatorta
CCSCCSP(=S)(OCC)OCC,3.8363318462173313,mazzatorta
N#Cc1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,3.8624876468778706,mazzatorta
N#Cc1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,3.8697627521147706,swiss
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C1C2O1)(Cl)Cl)Cl,3.8818676000790955,mazzatorta
ClC1C2OC2C2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,4.192363513110009,mazzatorta
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C=C2)(Cl)Cl)Cl,4.562186041152654,mazzatorta
ClC12C3C4(C(C1(Cl)Cl)(C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,4.7084979508104,mazzatorta
