InChI,LOAEL_log_mol_kg_bw_day
"InChI=1S/C9H17NOS/c1-2-12-9(11)10-7-5-3-4-6-8-10/h2-8H2,1H3",4.10198823735002
"InChI=1S/C9H17NOS/c1-2-12-9(11)10-7-5-3-4-6-8-10/h2-8H2,1H3",4.97151330020725
"InChI=1S/C9H18N2O2S/c1-9(2,3)7(6-14-5)11-13-8(12)10-4/h6H2,1-5H3,(H,10,12)",4.56093515068149
"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",3.87925249559703
"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",4.32294999482974
"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",2.44226598159187
"InChI=1S/C9H21O2PS3/c1-6-10-12(13,11-7-2)15-8-14-9(3,4)5/h6-8H2,1-5H3",5.1590113392337
"InChI=1S/C9H21O2PS3/c1-6-10-12(13,11-7-2)15-8-14-9(3,4)5/h6-8H2,1-5H3",6.68189008451404
"InChI=1S/C9H21O2PS3/c1-6-10-12(13,11-7-2)15-8-14-9(3,4)5/h6-8H2,1-5H3",6.76107133056166
"InChI=1S/C9H22O4P2S4/c1-5-10-14(16,11-6-2)18-9-19-15(17,12-7-3)13-8-4/h5-9H2,1-4H3",5.28383935473594
"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H",2.77313899543591
"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H",3.77313899543591
"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H",3.87004900844397
"InChI=1S/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)",5.37945812670042
"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2",5.14711652367221
"InChI=1S/C9H7Cl3O3/c1-4(9(13)14)15-8-3-6(11)5(10)2-7(8)12/h2-4H,1H3,(H,13,14)",4.491054148917
"InChI=1S/C9H7N3S/c1-6-3-2-4-7-8(6)12-5-10-11-9(12)13-7/h2-5H,1H3",3.78564431476757
"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",3.0065048785187
"InChI=1S/C9H8Cl2O3/c1-5(9(12)13)14-8-3-2-6(10)4-7(8)11/h2-5H,1H3,(H,12,13)",4.41694364962485
"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2",3.47797354595327
"InChI=1S/C9H8N4OS/c14-9(12-8-6-10-13-15-8)11-7-4-2-1-3-5-7/h1-6H,(H2,11,12,14)",3.86579667362138
"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)",3.45780196740732
"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)",4.03758556402413
"InChI=1S/C9H9ClO3/c1-6(9(11)12)13-8-4-2-3-7(10)5-8/h2-6H,1H3,(H,11,12)",3.30237197471763
"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",4.70031198338967
"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)",3.40639632281981
"InChI=1S/CCl2F2/c2-1(3,4)5",2.90638355650622
"InChI=1S/CCl3F/c2-1(3,4)5",2.59506047452425
InChI=1S/3C6H5.Sn.H/c3*1-2-4-6-5-3-1;;/h3*1-5H;;,6.0669625480302
InChI=1S/C10H18N4O4S3/c1-7(19-5)11-17-9(15)13(3)21-14(4)10(16)18-12-8(2)20-6/h1-6H3,4.54957865212472
InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3,2.82212129862366
InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3,4.52109130295968
InChI=1S/C10H7NO2/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,3.0209838975238
InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,4.28018891498254
InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,4.2871938165512
InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,2.79016633269067
InChI=1S/C12H9Cl/c13-12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9H,4.67360340221543
InChI=1S/C14H4N2O2S2/c15-5-9-10(6-16)20-14-12(18)8-4-2-1-3-7(8)11(17)13(14)19-9/h1-4H,4.47176647572299
InChI=1S/C14H4N2O2S2/c15-5-9-10(6-16)20-14-12(18)8-4-2-1-3-7(8)11(17)13(14)19-9/h1-4H,4.69361522533935
InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H,4.1806220183605
InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H,4.24360591089568
InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,3.84038967397096
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,3.19149572716769
InChI=1S/C2I4/c3-1(4)2(5)6,4.02664705683052
InChI=1S/C3H6N6O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H2,5.17048924956396
InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,3.20450009536782
InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,3.32418644119937
InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,3.37340446386955
InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,5.99211484281248
InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,2.03281793688456
InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,4.20490259955842
InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,4.30181261256647
InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,4.32029601826049
InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,4.64300653228067
InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H,4.20441460583146
InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,2.690201870583
InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,2.97219087736775
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,4.56054897737691
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,4.76466896003284
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,4.79154110643314
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,4.80088113268728
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,4.86157897304089
InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,4.42543075349016
InChI=1S/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H,4.83761727241192
InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14,4.82267631193248
InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H,2.09688233455707
InChI=1S/CBrN/c2-1-3,2.9386238816801
InChI=1S/CClN/c2-1-3,2.94356799915553
InChI=1S/CH2Cl2/c2-1-3/h1H2,3.20825373509371
InChI=1S/CH2Cl2/c2-1-3/h1H2,3.23010431252803
InChI=1S/CH2O/c1-2/h1H2,2.56368333860036
InChI=1S/CHBr2Cl/c2-1(3)4/h1H,3.86380195834146
InChI=1S/CHBrCl2/c2-1(3)4/h1H,3.10044647372987
InChI=1S/CHCl3/c2-1(3)4/h1H,3.29877173860401
InChI=1S/CHN/c1-2/h1H,2.94040947259108
InChI=1S/P4/c1-2-3(1)4(1)2,1.92514612424786
