"SMILES","LOAEL parental as dose (mg/kg bw per day)"
"O=C(NC(NC2=CC(Cl)=C(OC(F)(F)C(F)C(F)(F)F)C=C2Cl)=O)C1=C(F)C=CC=C1F",20.399999618530300
"CC(C(C(C)3C)C(OC(C1=CC=CC(OC2=CC=CC=C2)=C1)C#N)=O)3C",21.000000000000000
"CCCN(C(N2C=CN=C2)=O)CCOC1=C(Cl)C=C(Cl)C=C1Cl",21.500000000000000
"C[C@H]([C@@H](N(C)C)CC5)O[C@H]5O[C@@H]2[C@@H](C)C(C1=C[C@]3([H])[C@](CC[C@@]4([H])[C@]([H])3C[C@H](O[C@@H]6O[C@@H](C)[C@H](OC)[C@@H](OCC)[C@H]6OC)C4)([H])[C@@]([H])1CC(O[C@@H](CC)CCC2)=O)=O",21.600000381469700
"O=C(CC3=CC=CC=C3)N/C(C2=C(F)C(F)=CC=C2C(F)(F)F)=N\OCC1CC1",22.000000000000000
"O=C(NC1=CC(Cl)=C(N2N=C(C(C)(C)C)OC2=O)C=C1)N(C)C",22.000000000000000
"O=C(OC(C#N)C2=CC(OC3=CC=CC=C3)=C(F)C=C2)C1C(/C=C(Cl)/Cl)C(C)1C",22.799999237060500
"CC1=CC=C(C)C=C1OCC2=CC=CC=C2/C(C(NC)=O)=N/OC",23.000000000000000
"C2(C3=CC=CO3)=NC1=CC=CC=C1N2",23.000000000000000
"O=C1C(/C(CC)=N/OCC)=C(O)CC(C2=C(C)C=C(C)C=C2C)C1",23.000000000000000
"S=P(OC)(OC)OC1=CC(C)=C([N+]([O-])=O)C=C1",23.100000381469700
"CC1C(C3=CC=C(C=C3)Cl)SC(N1C(NC2CCCCC2)=O)=O",23.100000381469700
"CCOP(OCC)(SCN1C(OC2=C1C=CC(Cl)=C2)=O)=S",23.399999618530300
"O=C(NC(NCC)=O)/C(C#N)=N\OC",23.500000000000000
"CCNC1=NC(NC(C)C)=NC(Cl)=N1",23.600000381469700
"CCOC(CCN(C(C)C)SN(C)C(OC1=CC=CC2=C1OC(C)(C)C2)=O)=O",24.000000000000000
"CC2COC(O2)(C4=CC=C(C=C4Cl)OC3=CC=C(Cl)C=C3)CN1C=NC=N1",24.100000381469700
"CC(C)(C2=CC=C(C=C2)OC1CCCCC1OS(OCC#C)=O)C",24.200000762939500
"O=C(C(C)(C)C)C(N2C=NC=N2)OC1=CC=C(Cl)C=C1",24.299999237060500
"O=C(OCC)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1",24.700000762939500
"FC1=CC=CC(F)=C1C(NC(NC2=CC(Cl)=C(C(Cl)=C2F)F)=O)=O",24.799999237060500
