InChI,nAtomP,nB,nAtomLC,naAromAtom,nAromBond,ALogP,nRotB,MLogP,XLogP,LipinskiFailures,ALogp2,AMR,nAtomLAC,nHBDon,nAtom
"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)",7.0,11.0,3.0,6.0,6.0,0.0696000009775162,2.0,1.78999996185303,1.85300004482269,0.0,0.00484415981918573,24.5182991027832,3.0,1.0,21.0
"InChI=1S/C7H14N2O/c1-3-4-5-6-8-9(2)7-10/h6-7H,3-5H2,1-2H3",5.0,9.0,10.0,0.0,0.0,-1.12549996376038,5.0,1.89999997615814,1.94200003147125,0.0,1.26675021648407,38.3126983642578,5.0,0.0,24.0
"InChI=1S/C7H14N2O/c1-7(2)4-5-8-9(3)6-10/h5-7H,4H2,1-3H3",5.0,9.0,10.0,0.0,0.0,-0.0278999991714954,4.0,1.89999997615814,1.88100004196167,0.0,0.000778410001657903,40.8586006164551,4.0,0.0,24.0
"InChI=1S/C7H15Cl2N2O2P/c8-2-4-10-14(12)11(6-3-9)5-1-7-13-14/h1-7H2,(H,10,12)",5.0,14.0,4.0,0.0,0.0,0.0841000005602837,5.0,1.46000003814697,0.834999978542328,0.0,0.0070728100836277,55.7243003845215,2.0,1.0,29.0
"InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)",5.0,14.0,7.0,0.0,0.0,0.0841000005602837,5.0,1.46000003814697,0.834999978542328,0.0,0.0070728100836277,55.7243003845215,2.0,1.0,29.0
"InChI=1S/C7H16O2/c1-6(8)5-9-7(2,3)4/h6,8H,5H2,1-4H3",0.0,8.0,9.0,0.0,0.0,0.431699991226196,3.0,2.00999999046326,1.07099997997284,0.0,0.186364889144897,37.693000793457,3.0,1.0,25.0
"InChI=1S/C7H5Cl2NO2/c8-3-1-4(7(11)12)6(9)5(10)2-3/h1-2H,10H2,(H,11,12)",10.0,12.0,2.0,6.0,6.0,0.49889999628067,1.0,1.67999994754791,1.19500005245209,0.0,0.248901203274727,22.6725997924805,0.0,2.0,17.0
"InChI=1S/C7H5Cl3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",6.0,10.0,4.0,6.0,6.0,1.68819999694824,1.0,1.89999997615814,4.9539999961853,0.0,2.85001921653748,20.9389991760254,0.0,0.0,15.0
"InChI=1S/C7H5N3O2/c11-10(12)5-1-2-6-7(3-5)9-4-8-6/h1-4H,(H,8,9)",11.0,13.0,3.0,6.0,10.0,-0.0465999990701675,1.0,1.67999994754791,1.69200003147125,0.0,0.00217155995778739,2.88579988479614,0.0,2.0,16.0
"InChI=1S/C7H5N3O3S/c8-7-9-4(3-14-7)5-1-2-6(13-5)10(11)12/h1-3H,(H2,8,9)",8.0,15.0,2.0,5.0,5.0,0.392899990081787,2.0,1.46000003814697,1.60199999809265,0.0,0.154370412230492,29.1082000732422,0.0,2.0,21.0
"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",12.0,13.0,3.0,6.0,6.0,0.548799991607666,2.0,1.57000005245209,2.68199992179871,0.0,0.301181435585022,11.273699760437,0.0,0.0,19.0
"InChI=1S/C7H6N4O3S/c8-10-7-9-4(3-15-7)5-1-2-6(14-5)11(12)13/h1-3H,8H2,(H,9,10)",15.0,16.0,2.0,10.0,10.0,-0.625999987125397,3.0,1.35000002384186,0.989000022411346,0.0,0.391876012086868,20.8824996948242,0.0,2.0,21.0
"InChI=1S/C7H6O3/c8-5-1-2-6-7(3-5)10-4-9-6/h1-3,8H,4H2",9.0,11.0,0.0,6.0,6.0,-0.763000011444092,0.0,1.89999997615814,0.871999979019165,0.0,0.582168996334076,10.0367002487183,0.0,1.0,16.0
"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",6.0,8.0,2.0,6.0,6.0,0.755900025367737,1.0,2.11999988555908,3.88299989700317,0.0,0.571384787559509,10.3277997970581,0.0,0.0,15.0
"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",9.0,10.0,3.0,6.0,6.0,0.595399975776672,1.0,1.89999997615814,3.00600004196167,0.0,0.354501157999039,8.38790035247803,0.0,0.0,17.0
"InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3",10.0,11.0,2.0,6.0,6.0,-0.0983999967575073,2.0,1.78999996185303,2.23900008201599,0.0,0.00968256033957005,10.2016000747681,0.0,0.0,18.0
"InChI=1S/C7H8ClN/c1-5-2-3-6(8)4-7(5)9/h2-4H,9H2,1H3",7.0,9.0,0.0,6.0,6.0,0.636399984359741,0.0,2.00999999046326,1.97399997711182,0.0,0.405004948377609,15.3397998809814,0.0,1.0,17.0
"InChI=1S/C7H8ClN/c1-5-4-6(8)2-3-7(5)9/h2-4H,9H2,1H3",7.0,9.0,0.0,6.0,6.0,0.636399984359741,0.0,2.00999999046326,1.97399997711182,0.0,0.405004948377609,15.3397998809814,0.0,,17.0
"InChI=1S/C7H8N2O/c8-9-7(10)6-4-2-1-3-5-6/h1-5H,8H2,(H,9,10)",10.0,10.0,4.0,6.0,6.0,-0.677100002765656,1.0,1.89999997615814,2.34899997711182,0.0,0.458464413881302,13.7604999542236,0.0,2.0,18.0
"InChI=1S/C7H8N2O2/c1-5-2-3-6(9(10)11)4-7(5)8/h2-4H,8H2,1H3",10.0,11.0,3.0,6.0,6.0,-0.154499992728233,1.0,1.78999996185303,1.76499998569489,0.0,0.023870250210166,12.6099996566772,0.0,1.0,19.0
"InChI=1S/C7H8N2O2/c8-9-6-3-1-5(2-4-6)7(10)11/h1-4,9H,8H2,(H,10,11)",11.0,11.0,2.0,6.0,6.0,-1.25569999217987,2.0,1.78999996185303,0.778999984264374,0.0,1.57678246498108,15.8034000396729,0.0,,19.0
"InChI=1S/C7H8N2O3/c1-12-7-3-2-5(9(10)11)4-6(7)8/h2-4H,8H2,1H3",11.0,12.0,2.0,6.0,6.0,-0.848299980163574,2.0,1.67999994754791,1.20899999141693,0.0,0.719612896442413,14.4237003326416,0.0,1.0,20.0
"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",8.0,9.0,2.0,6.0,6.0,-0.512099981307983,1.0,2.00999999046326,1.38900005817413,0.0,0.262246400117874,9.88039970397949,0.0,1.0,17.0
"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",7.0,8.0,0.0,6.0,6.0,-0.107900001108646,0.0,2.11999988555908,2.29999995231628,0.0,0.0116424104198813,9.72420024871826,0.0,1.0,17.0
"InChI=1S/C7H9N/c1-6-3-2-4-7(8)5-6/h2-5H,8H2,1H3",7.0,8.0,0.0,6.0,6.0,-0.107900001108646,0.0,2.11999988555908,2.29999995231628,0.0,0.0116424104198813,9.72420024871826,0.0,,17.0
"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",7.0,8.0,0.0,6.0,6.0,-0.107900001108646,0.0,2.11999988555908,2.08899998664856,0.0,0.0116424104198813,9.72420024871826,0.0,,17.0
"InChI=1S/C7H9N3O/c8-7(11)10-9-6-4-2-1-3-5-6/h1-5,9H,(H3,8,10,11)",11.0,11.0,5.0,6.0,6.0,-0.494899988174438,3.0,1.78999996185303,3.25300002098083,0.0,0.244926005601883,14.2775001525879,0.0,4.0,20.0
"InChI=1S/C7H9NO/c1-9-7-5-3-2-4-6(7)8/h2-5H,8H2,1H3",8.0,9.0,2.0,6.0,6.0,-0.801699995994568,1.0,2.00999999046326,1.32200002670288,0.0,0.642722904682159,11.5378999710083,0.0,,18.0
"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",6.0,8.0,2.0,6.0,6.0,0.30689999461174,1.0,2.33999991416931,4.9539999961853,0.0,0.0941876098513603,10.3505001068115,2.0,0.0,18.0
"InChI=1S/C8H10N2O/c1-6-2-4-7(5-3-6)10-8(9)11/h2-5H,1H3,(H3,9,10,11)",10.0,11.0,4.0,6.0,6.0,0.567499995231628,2.0,2.00999999046326,3.09400010108948,0.0,0.322056263685226,16.4796009063721,0.0,3.0,21.0
"InChI=1S/C8H10N2O/c1-7(11)9-10-8-5-3-2-4-6-8/h2-6,10H,1H3,(H,9,11)",10.0,11.0,5.0,6.0,6.0,-0.49210000038147,2.0,2.00999999046326,3.51999998092651,0.0,0.24216240644455,17.2007999420166,2.0,2.0,21.0
"InChI=1S/C8H10N2S/c1-2-7-5-6(8(9)11)3-4-10-7/h3-5H,2H2,1H3,(H2,9,11)",8.0,11.0,2.0,6.0,6.0,0.308999985456467,2.0,2.00999999046326,2.31500005722046,0.0,0.0954810008406639,23.7005004882812,2.0,1.0,21.0
"InChI=1S/C8H11N/c1-6-3-4-7(2)8(9)5-6/h3-5H,9H2,1-2H3",7.0,9.0,0.0,6.0,6.0,0.534099996089935,0.0,2.23000001907349,2.41199994087219,0.0,0.285262823104858,15.226300239563,0.0,,20.0
"InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",7.0,9.0,0.0,6.0,6.0,0.534099996089935,0.0,2.23000001907349,2.41199994087219,0.0,0.285262823104858,15.226300239563,0.0,,20.0
"InChI=1S/C8H11NO/c1-6-3-4-8(10-2)7(9)5-6/h3-5H,9H2,1-2H3",8.0,10.0,2.0,6.0,6.0,-0.159700006246567,1.0,2.11999988555908,1.64499998092651,0.0,0.0255040898919106,17.0400009155273,0.0,1.0,21.0
"InChI=1S/C8H12/c1-2-8-6-4-3-5-7-8/h2-4,8H,1,5-7H2",2.0,8.0,2.0,0.0,0.0,1.44280004501343,1.0,2.33999991416931,3.60500001907349,0.0,2.08167195320129,37.0376014709473,2.0,0.0,20.0
"InChI=1S/C8H12N2/c9-10-7-6-8-4-2-1-3-5-8/h1-5,10H,6-7,9H2",6.0,10.0,4.0,6.0,6.0,-0.748700022697449,3.0,2.11999988555908,2.89800000190735,0.0,0.560551702976227,17.7481002807617,2.0,,22.0
"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)",4.0,18.0,2.0,0.0,0.0,-1.73510003089905,2.0,1.35000002384186,-1.72200000286102,1.0,3.01057195663452,51.6804008483887,0.0,7.0,33.0
"InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3",5.0,11.0,4.0,0.0,0.0,0.134100005030632,2.0,2.00999999046326,0.172000005841255,0.0,0.0179828107357025,42.0176010131836,0.0,0.0,24.0
"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3",3.0,11.0,12.0,0.0,0.0,3.16650009155273,6.0,1.89999997615814,2.74499988555908,0.0,10.0267219543457,62.7835998535156,3.0,0.0,26.0
"InChI=1S/C8H14O2/c1-4-5-10-8(9)6-7(2)3/h4,7H,1,5-6H2,2-3H3",3.0,9.0,10.0,0.0,0.0,1.23570001125336,5.0,2.11999988555908,2.18600010871887,0.0,1.52695453166962,39.9681015014648,4.0,0.0,24.0
"InChI=1S/C8H15N3O7/c1-11(10-18)8(17)9-4(2-12)6(15)7(16)5(14)3-13/h2,4-7,13-16H,3H2,1H3,(H,9,17)",6.0,17.0,18.0,0.0,0.0,-1.90499997138977,8.0,1.24000000953674,-3.41100001335144,0.0,3.62902498245239,57.6123008728027,6.0,,33.0
"InChI=1S/C8H16N2O/c1-3-4-5-6-7-9-10(2)8-11/h7-8H,3-6H2,1-2H3",5.0,10.0,11.0,0.0,0.0,-1.41349995136261,6.0,2.00999999046326,2.51099991798401,0.0,1.99798226356506,41.2243003845215,6.0,0.0,27.0
"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",3.0,10.0,11.0,0.0,0.0,-1.13999998569489,7.0,2.00999999046326,2.42499995231628,0.0,1.29960000514984,41.5252990722656,4.0,0.0,29.0
"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",0.0,8.0,9.0,0.0,0.0,-1.26059997081757,5.0,2.23000001907349,2.85500001907349,0.0,1.58911240100861,35.0635986328125,7.0,1.0,27.0
"InChI=1S/C8H20N2/c1-3-5-7-10(9)8-6-4-2/h3-9H2,1-2H3",2.0,9.0,10.0,0.0,0.0,-1.6085000038147,6.0,2.11999988555908,1.31500005722046,0.0,2.58727216720581,41.0503005981445,4.0,1.0,30.0
"InChI=1S/C8H20N2/c1-3-5-7-9-10-8-6-4-2/h9-10H,3-8H2,1-2H3",2.0,9.0,10.0,0.0,0.0,-1.86699998378754,7.0,2.11999988555908,3.28399991989136,0.0,3.48568892478943,39.4682006835938,4.0,,30.0
"InChI=1S/C8H5N3O4S/c12-4-9-8-10-5(3-16-8)6-1-2-7(15-6)11(13)14/h1-4H,(H,9,10,12)",16.0,17.0,3.0,10.0,10.0,0.239399999380112,3.0,1.46000003814697,1.51699995994568,0.0,0.0573123581707478,22.1271991729736,0.0,1.0,21.0
"InChI=1S/C8H6N4O4/c9-8-10-6(11-16-8)3-1-5-2-4-7(15-5)12(13)14/h1-4H,(H2,9,10,11)",10.0,17.0,2.0,5.0,5.0,0.0531000010669231,3.0,1.46000003814697,2.11700010299683,0.0,0.00281961006112397,31.3509006500244,2.0,3.0,24.0
"InChI=1S/C8H6N4O4S/c1-4(13)9-8-11-10-7(17-8)5-2-3-6(16-5)12(14)15/h2-3H,1H3,(H,9,11,13)",16.0,18.0,4.0,10.0,10.0,0.318199992179871,3.0,1.35000002384186,1.28699994087219,0.0,0.101251237094402,26.1991996765137,2.0,2.0,23.0
"InChI=1S/C8H6N4O4S/c13-4-9-11-8-10-5(3-17-8)6-1-2-7(16-6)12(14)15/h1-4H,(H,9,13)(H,10,11)",17.0,18.0,4.0,10.0,10.0,-0.180999994277954,4.0,1.35000002384186,2.51999998092651,0.0,0.0327610000967979,25.4272003173828,0.0,2.0,23.0
"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)",16.0,18.0,2.0,5.0,5.0,-1.28090000152588,3.0,1.35000002384186,0.880999982357025,0.0,1.64070475101471,32.3368988037109,0.0,1.0,23.0
"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",8.0,8.0,2.0,6.0,6.0,0.707499980926514,1.0,2.33999991416931,4.9539999961853,0.0,0.500556230545044,10.1471996307373,2.0,0.0,16.0
"InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2",6.0,10.0,0.0,6.0,6.0,-0.192900002002716,1.0,2.23000001907349,2.75500011444092,0.0,0.0372104085981846,9.72920036315918,0.0,0.0,17.0
"InChI=1S/C8H9N3O2/c1-6(12)10-11-8(13)7-2-4-9-5-3-7/h2-5H,1H3,(H,10,12)(H,11,13)",12.0,13.0,7.0,6.0,6.0,-0.706499993801117,3.0,1.78999996185303,1.19599997997284,0.0,0.49914225935936,21.3423004150391,2.0,2.0,22.0
"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",10.0,11.0,4.0,6.0,6.0,-0.532000005245209,1.0,2.00999999046326,1.66600000858307,0.0,0.28302401304245,16.4654006958008,0.0,2.0,20.0
"InChI=1S/C9H10N4S/c10-7-3-1-6(2-4-7)8-5-14-9(12-8)13-11/h1-5H,10-11H2,(H,12,13)",14.0,15.0,2.0,11.0,11.0,-1.17519998550415,2.0,1.89999997615814,1.28799998760223,0.0,1.38109505176544,20.5997009277344,0.0,4.0,24.0
"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",6.0,11.0,5.0,6.0,6.0,-0.0696000009775162,3.0,2.23000001907349,3.1489999294281,0.0,0.00484415981918573,16.4283008575439,2.0,0.0,21.0
"InChI=1S/C9H11NO2/c1-2-12-8-6-4-3-5-7(8)9(10)11/h3-6H,2H2,1H3,(H2,10,11)",10.0,12.0,3.0,6.0,6.0,0.116999998688698,3.0,2.11999988555908,2.62899994850159,0.0,0.013689000159502,20.0860004425049,2.0,2.0,23.0
"InChI=1S/C9H12N2O2/c1-7(13)10-11-9-4-2-8(6-12)3-5-9/h2-5,11-12H,6H2,1H3,(H,10,13)",10.0,13.0,5.0,6.0,6.0,-0.94080001115799,3.0,2.00999999046326,2.28900003433228,0.0,0.885104656219482,24.4776000976562,0.0,3.0,25.0
"InChI=1S/C9H13N/c1-6-4-7(2)9(10)8(3)5-6/h4-5H,10H2,1-3H3",7.0,10.0,0.0,6.0,6.0,1.17610001564026,0.0,2.33999991416931,2.5239999294281,0.0,1.38321125507355,20.7283992767334,0.0,,23.0
"InChI=1S/C9H13N/c1-6-4-8(3)9(10)5-7(6)2/h4-5H,10H2,1-3H3",7.0,10.0,0.0,6.0,6.0,1.17610001564026,0.0,2.33999991416931,2.73499989509583,0.0,1.38321125507355,20.7283992767334,0.0,1.0,23.0
"InChI=1S/C9H15Br6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2",5.0,19.0,20.0,0.0,0.0,5.15250015258789,12.0,1.24000000953674,5.55000019073486,2.0,26.5482559204102,101.070198059082,3.0,0.0,35.0
"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H",11.0,17.0,5.0,6.0,6.0,2.93129992485046,2.0,1.67999994754791,3.80200004577637,0.0,8.59251976013184,40.8891983032227,0.0,0.0,20.0
"InChI=1S/C9H4Cl6O4/c10-3-4(11)8(13)2(6(18)19)1(5(16)17)7(3,12)9(8,14)15/h1-2H,(H,16,17)(H,18,19)",3.0,20.0,3.0,0.0,0.0,2.4423999786377,2.0,1.35000002384186,1.2849999666214,0.0,5.96531772613525,71.7750015258789,0.0,2.0,23.0
"InChI=1S/C9H4F3N3O4S/c10-9(11,12)7(16)14-8-13-4(3-20-8)5-1-2-6(19-5)15(17)18/h1-3H,(H,13,14,16)",16.0,21.0,7.0,10.0,10.0,1.40639996528625,4.0,1.24000000953674,2.45199990272522,0.0,1.97796094417572,27.209400177002,2.0,1.0,24.0
"InChI=1S/C9H7N3O2S/c10-9-11-8(5-15-9)6-1-3-7(4-2-6)12(13)14/h1-5H,(H2,10,11)",9.0,16.0,2.0,6.0,6.0,0.546999990940094,2.0,1.78999996185303,2.81800007820129,0.0,0.299208998680115,27.4890995025635,0.0,2.0,24.0
"InChI=1S/C9H7N7O2S/c1-15-4-14-7(16(17)18)9(15)19-8-5-6(11-2-10-5)12-3-13-8/h2-4H,1H3,(H,10,11,12,13)",8.0,21.0,2.0,6.0,15.0,0.659500002861023,3.0,1.35000002384186,0.365000009536743,0.0,0.434940248727798,19.2740001678467,0.0,3.0,25.0
"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2",5.0,17.0,5.0,0.0,0.0,3.23449993133545,2.0,1.67999994754791,2.26799988746643,0.0,10.4619903564453,68.1818008422852,0.0,0.0,24.0
"InChI=1S/C9H8N4O2S/c10-12-9-11-8(5-16-9)6-1-3-7(4-2-6)13(14)15/h1-5H,10H2,(H,11,12)",16.0,17.0,2.0,11.0,11.0,-0.47189998626709,3.0,1.67999994754791,2.20499992370605,0.0,0.222689613699913,19.2633991241455,0.0,3.0,24.0
"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",9.0,12.0,0.0,6.0,6.0,0.00609999988228083,0.0,2.23000001907349,2.45099997520447,0.0,3.72100003005471e-05,15.7062997817993,0.0,0.0,19.0
"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)",13.0,13.0,5.0,6.0,6.0,-0.799300014972687,2.0,2.00999999046326,1.14100003242493,0.0,0.638880491256714,22.5919990539551,3.0,3.0,21.0
"InChI=1S/CCl4/c2-1(3,4)5",0.0,4.0,5.0,0.0,0.0,3.58459997177124,0.0,1.12999999523163,2.86400008201599,0.0,12.8493576049805,26.8490009307861,0.0,0.0,5.0
"InChI=1S/CH4N2O/c2-3-1-4/h1H,2H2,(H,3,4)",4.0,3.0,4.0,0.0,0.0,-0.745999991893768,0.0,1.24000000953674,-0.633000016212463,0.0,0.556515991687775,15.1128997802734,0.0,2.0,8.0
"InChI=1S/CH5N3O/c2-1(5)4-3/h3H2,(H3,2,4,5)",5.0,4.0,5.0,0.0,0.0,-0.670000016689301,1.0,1.12999999523163,-0.663999974727631,0.0,0.448900014162064,16.2616004943848,0.0,,10.0
"InChI=1S/CH6N2/c1-3-2/h3H,2H2,1H3",2.0,2.0,3.0,0.0,0.0,-0.913600027561188,0.0,1.35000002384186,-0.790000021457672,0.0,0.834664940834045,14.2807998657227,0.0,2.0,9.0
"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",5.0,4.0,5.0,0.0,0.0,-0.657800018787384,0.0,0.910000026226044,-1.76400005817413,0.0,0.432700842618942,13.1971998214722,0.0,,7.0
InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,10.0,11.0,0.0,10.0,11.0,0.0,0.0,2.55999994277954,5.93800020217896,1.0,0.0,0.0,0.0,0.0,18.0
InChI=1S/C11H7N3O3/c15-14(16)11-5-4-9(17-11)8-7-12-10-3-1-2-6-13(8)10/h1-7H,17.0,19.0,3.0,14.0,15.0,-0.1875,2.0,2.00999999046326,2.58500003814697,0.0,0.03515625,7.40290021896362,0.0,0.0,24.0
InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,14.0,20.0,0.0,12.0,12.0,2.66899991035461,0.0,2.11999988555908,4.15999984741211,0.0,7.12356090545654,25.7005996704102,0.0,0.0,22.0
InChI=1S/C12H5Cl5/c13-8-3-1-2-6(10(8)15)7-4-5-9(14)12(17)11(7)16/h1-5H,12.0,18.0,0.0,12.0,12.0,3.72149991989136,1.0,2.23000001907349,5.23999977111816,1.0,13.8495626449585,28.0779991149902,0.0,,22.0
InChI=1S/C12H7Cl2NO3/c13-8-1-6-12(11(14)7-8)18-10-4-2-9(3-5-10)15(16)17/h1-7H,16.0,19.0,2.0,12.0,12.0,1.2878999710083,3.0,2.11999988555908,4.76300001144409,0.0,1.65868639945984,15.7361001968384,0.0,0.0,25.0
InChI=1S/C12HBr9/c13-2-1-3(14)6(15)7(16)4(2)5-8(17)10(19)12(21)11(20)9(5)18/h1H,12.0,22.0,0.0,12.0,12.0,7.99919986724854,1.0,1.78999996185303,8.66600036621094,1.0,63.9872016906738,77.3918991088867,0.0,0.0,22.0
InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,14.0,19.0,4.0,12.0,12.0,2.74130010604858,2.0,2.55999994277954,6.5149998664856,1.0,7.51472568511963,30.6431007385254,2.0,0.0,26.0
InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,20.0,24.0,0.0,20.0,24.0,0.0,0.0,3.66000008583069,10.2119998931885,1.0,0.0,0.0,0.0,0.0,32.0
InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H,22.0,26.0,0.0,22.0,26.0,0.0,0.0,3.88000011444092,11.5659999847412,1.0,0.0,0.0,0.0,0.0,36.0
InChI=1S/C24H12O2/c25-23-17-7-3-1-5-13(17)15-9-11-20-22-16(10-12-19(23)21(15)22)14-6-2-4-8-18(14)24(20)26/h1-12H,26.0,31.0,0.0,22.0,23.0,-0.527599990367889,0.0,3.88000011444092,7.50400018692017,1.0,0.278361767530441,10.6920003890991,0.0,0.0,38.0
InChI=1S/C2Cl2/c3-1-2-4,2.0,3.0,4.0,0.0,0.0,0.971199989318848,0.0,1.46000003814697,1.98599994182587,0.0,0.94322943687439,20.1837997436523,2.0,0.0,4.0
InChI=1S/C2Cl4/c3-1(4)2(5)6,2.0,5.0,6.0,0.0,0.0,2.42880010604858,0.0,1.24000000953674,3.02600002288818,0.0,5.89906930923462,30.9454002380371,2.0,0.0,6.0
InChI=1S/C2F4/c3-1(4)2(5)6,2.0,5.0,6.0,0.0,0.0,1.28159999847412,0.0,1.24000000953674,1.182000041008,0.0,1.64249861240387,12.4054002761841,2.0,0.0,6.0
InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,2.0,3.0,4.0,0.0,0.0,1.68799996376038,0.0,1.46000003814697,1.93299996852875,0.0,2.84934401512146,20.460599899292,0.0,0.0,6.0
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,0.0,5.0,6.0,0.0,0.0,2.39919996261597,1.0,1.24000000953674,2.57599997520447,0.0,5.75616073608398,30.7637996673584,2.0,0.0,8.0
InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,0.0,3.0,4.0,0.0,0.0,1.80079996585846,1.0,1.46000003814697,2.41599988937378,0.0,3.24288058280945,26.6226005554199,2.0,0.0,8.0
InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,0.0,3.0,4.0,0.0,0.0,1.51180005073547,1.0,1.46000003814697,1.74000000953674,0.0,2.28553915023804,20.6555995941162,2.0,0.0,8.0
InChI=1S/C2H4Cl2O/c3-1-5-2-4/h1-2H2,0.0,4.0,5.0,0.0,0.0,0.924300014972687,2.0,1.35000002384186,0.833999991416931,0.0,0.854330480098724,22.2912998199463,0.0,0.0,9.0
InChI=1S/C2H4O/c1-2-3-1/h1-2H2,0.0,3.0,0.0,0.0,0.0,-0.130899995565414,0.0,1.57000005245209,-0.189999997615814,0.0,0.0171348098665476,11.0434999465942,0.0,0.0,7.0
InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,3.0,4.0,5.0,0.0,0.0,0.0908000022172928,1.0,1.35000002384186,-0.275000005960464,0.0,0.0082446401938796,20.050500869751,0.0,0.0,11.0
InChI=1S/C2HCl3/c3-1-2(4)5/h1H,2.0,4.0,5.0,0.0,0.0,1.74279999732971,0.0,1.35000002384186,2.64199995994568,0.0,3.03735184669495,25.2621994018555,2.0,0.0,6.0
InChI=1S/C3H4O2/c4-2-1-3-5/h1-4H,5.0,4.0,5.0,0.0,0.0,-0.468600004911423,1.0,1.57000005245209,-0.0439999997615814,0.0,0.219585955142975,18.0569000244141,3.0,,9.0
InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,3.0,5.0,0.0,0.0,0.0,-0.0447000004351139,0.0,1.57000005245209,-0.138999998569489,0.0,0.00199808995239437,15.5530996322632,0.0,0.0,9.0
InChI=1S/C3H6ClNO/c1-5(2)3(4)6/h1-2H3,3.0,5.0,6.0,0.0,0.0,0.573800027370453,1.0,1.46000003814697,0.247999995946884,0.0,0.329246431589127,24.9722995758057,0.0,0.0,12.0
InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,5.0,5.0,0.0,5.0,5.0,-0.154100000858307,0.0,1.78999996185303,1.01800000667572,0.0,0.0237468108534813,1.61909997463226,0.0,0.0,9.0
InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2,0.0,6.0,7.0,0.0,0.0,1.38090002536774,4.0,1.57000005245209,1.54999995231628,0.0,1.90688478946686,31.6991004943848,2.0,0.0,15.0
